source,target
Mike Newell,Tarsem Singh
Steven Spielberg,Andrew Davis
Stephen Sommers,Mick Jackson
NA,Steven Soderbergh
Joseph Kosinski,Mimi Leder
Steven Spielberg,Bob Fosse
Kenneth Branagh,Brad Silberling
Steven Spielberg,Tarsem Singh
Christopher McQuarrie,Peter Hyams
James Wan,Sylvester Stallone
Roland Emmerich,Martin Brest
Chris Buck,Steve Martino
George Miller,Ron Underwood
NA,Raja Gosnell
Paul Greengrass,Steven Soderbergh
Chris Columbus,James Mangold
Andrew Adamson,Terry Gilliam
Ridley Scott,Jonathan Demme
Brett Ratner,Les Mayfield
Jon Favreau,Roger Allers
Rob Cohen,Daniel Espinosa
Brad Bird,Sydney Pollack
Martin Scorsese,Roger Allers
Roland Emmerich,Tarsem Singh
Phillip Noyce,Steven Soderbergh
Paul Verhoeven,James Mangold
Oliver Stone,Sergey Bodrov
NA,Michael Mann
Michael Bay,Ivan Reitman
Doug Liman,Roger Allers
Joel Schumacher,James Mangold
Christopher Nolan,Mike Nichols
J.J. Abrams,Anthony Minghella
Steven Spielberg,Mimi Leder
Mike Mitchell,Gary Ross
James Gunn,Brian De Palma
Guy Ritchie,Roger Donaldson
McG,Joe Pytka
Eric Darnell,Mark Waters
Shawn Levy,Rupert Wyatt
George Miller,Bibo Bergeron
Dean Parisot,Spike Jonze
NA,Peter Chelsom
Oliver Stone,John Lee Hancock
Chris Weitz,Joe Dante
McG,Ivan Reitman
Guillermo del Toro,Anthony Minghella
Oliver Stone,Renny Harlin
Shawn Levy,John Moore
NA,Tony Scott
David Ayer,Edgar Wright
Carl Rinsch,Nancy Meyers
David Fincher,Alan J. Pakula
Duncan Jones,Timur Bekmambetov
David Bowers,Ron Underwood
Robert Schwentke,Michel Gondry
Dan Scanlon,Steven Brill
Rob Cohen,Peter Segal
Dean DeBlois,Paul W.S. Anderson
Jon Turteltaub,Brian De Palma
James Bobin,Sydney Pollack
Chris Miller,Dennis Dugan
Steve Hickner,Frank Oz
Lee Unkrich,Jonathan Demme
Baz Luhrmann,Ivan Reitman
Brad Bird,Nancy Meyers
Jonathan Mostow,Paul W.S. Anderson
M. Night Shyamalan,Ash Brannon
NA,Chuck Russell
Christopher Nolan,Andy Tennant
Steven Spielberg,Joe Pytka
Chris Columbus,Jan de Bont
John McTiernan,Steven Soderbergh
Joseph Kosinski,Terry Gilliam
Rob Cohen,Sylvester Stallone
James Bobin,Mick Jackson
Bryan Singer,F. Gary Gray
Andrew Adamson,David Kellogg
Brett Ratner,Joe Dante
Steven Spielberg,Ivan Reitman
Eric Darnell,Walt Becker
NA,Mark Dindal
Carl Rinsch,Andrew Davis
Shawn Levy,Walt Becker
Gavin Hood,Timur Bekmambetov
Bryan Singer,Robert Luketic
Oliver Stone,Thor Freudenthal
Sam Raimi,Don Bluth
Barry Sonnenfeld,Mike Nichols
Mark Steven Johnson,Steven Soderbergh
Ron Howard,Timur Bekmambetov
John McTiernan,Len Wiseman
Joel Schumacher,Jan de Bont
Sam Raimi,Henry Selick
Roland Emmerich,Stephen Hopkins
Pete Docter,Ivan Reitman
Brad Bird,Jon Amiel
David Fincher,JeanJacques Annaud
Ridley Scott,Antoine Fuqua
Rob Letterman,Ivan Reitman
Zack Snyder,David Pastor
Steven Spielberg,Terry Gilliam
Roland Emmerich,Henry Jaglom
David Fincher,Martin Brest
Michael Apted,Paul W.S. Anderson
Steve Hickner,Ben Stiller
Tim Johnson,Spike Jonze
Barry Sonnenfeld,Andy Tennant
Richard Donner,Frank Oz
Lee Tamahori,Mark Waters
Richard Donner,Jay Roach
NA,Ericson Core
Paul Verhoeven,Tony Scott
James Cameron,Randall Wallace
Andrew Adamson,Henry Selick
Ridley Scott,Andy Tennant
McG,John Singleton
Steven Spielberg,Joe Dante
Roland Emmerich,Terry Gilliam
Brad Bird,Gary Winick
James Cameron,Jonathan Frakes
Sam Raimi,Betty Thomas
Andrew Adamson,Clay Kaytis
Matt Reeves,Albert Hughes
Joel Schumacher,Paul Weitz
Brad Bird,Adam Shankman
Phillip Noyce,Brad Silberling
Chris Columbus,Spike Jonze
James Cameron,Andrzej Bartkowiak
Michael Bay,Antoine Fuqua
James Gunn,Todd Phillips
Oliver Stone,JeanJacques Annaud
Gavin Hood,Nancy Meyers
Dan Scanlon,Gil Kenan
Joseph Kosinski,Antoine Fuqua
Roland Emmerich,Kevin Costner
Josh Trank,Raja Gosnell
Barry Sonnenfeld,Steve Carr
Lee Unkrich,Mike Nichols
Oliver Stone,Martin Brest
David Bowers,Thor Freudenthal
Carlos Saldanha,Chris Wedge
Michael Bay,Barry Levinson
Carl Rinsch,Scott Derrickson
Ridley Scott,Judd Apatow
Mike Mitchell,Scott Derrickson
David Fincher,Mimi Leder
Rob Minkoff,Thor Freudenthal
NA,Michael Patrick King
Tom McGrath,Brad Silberling
James Wan,F. Gary Gray
J.J. Abrams,Mike Nichols
Matt Reeves,Stephen Hopkins
Zack Snyder,Randall Wallace
Michael Bay,FlorentEmilio Siri
Brad Bird,Ivan Reitman
James Mangold,Paul Weitz
McG,Gil Kenan
Rob Cohen,Joe Dante
Alex Proyas,Timur Bekmambetov
John McTiernan,Peter Hyams
John Woo,Spike Jonze
McG,Barry Levinson
James Mangold,Chuck Russell
Brad Peyton,Bo Welch
Ridley Scott,Betty Thomas
McG,Jerry Zucker
Mike Newell,Antoine Fuqua
Steven Spielberg,Mike Nichols
Peter Weir,Renny Harlin
Chris Columbus,Ron Underwood
Steven Soderbergh,Michael Mann
Oliver Stone,George A. Romero
Rob Minkoff,Andrey Konchalovskiy
NA,John Moore
Peter Jackson,Cameron Crowe
Tim Burton,Steve Carr
James Gunn,Ivan Reitman
Steve Hickner,Roger Allers
Hironobu Sakaguchi,Tony Bancroft
Louis Leterrier,Renny Harlin
NA,John Lee Hancock
Tim Story,Peter Hyams
Marc Webb,Cameron Crowe
Stephen Sommers,Joe Dante
Wolfgang Petersen,Anthony Minghella
Mark Osborne,Rupert Wyatt
Steven Spielberg,Gil Kenan
Rob Cohen,John Singleton
Roger Spottiswoode,Dominic Sena
Sam Raimi,Michael CatonJones
Tim Burton,Frank Darabont
Steven Spielberg,Barry Levinson
Roland Emmerich,F. Gary Gray
Roger Spottiswoode,Tony Scott
Joseph Kosinski,Steve Carr
Robert Zemeckis,F. Gary Gray
Jonathan Liebesman,Tarsem Singh
Chris Columbus,Jay Roach
John Woo,Ericson Core
Josh Trank,Chuck Russell
Brad Peyton,Adam McKay
Mike Newell,Don Bluth
Brad Peyton,Chuck Russell
Brett Ratner,Garry Marshall
Dan Scanlon,Betty Thomas
Rob Minkoff,Roger Allers
Anthony Russo,George Clooney
Joseph Kosinski,Frank Darabont
Shawn Levy,Adam Shankman
Steven Spielberg,Ron Shelton
Robert Zemeckis,Barry Levinson
David Yates,David Slade
Christopher Nolan,Rob Bowman
Tom Shadyac,Pierre Coffin
Chris Miller,Eric Brevig
Eric Darnell,Albert Hughes
Ron Howard,Mimi Leder
John Woo,Yimou Zhang
Richard Donner,Paul W.S. Anderson
Peter Weir,Alan J. Pakula
NA,Thor Freudenthal
Lee Unkrich,Frank Darabont
Martin Scorsese,Antoine Fuqua
Shawn Levy,Albert Hughes
Ang Lee,Paul W.S. Anderson
Rob Letterman,Barry Levinson
Tom Shadyac,Mike Nichols
Stephen Sommers,Stephen Norrington
David Fincher,Terry Gilliam
Shawn Levy,Les Mayfield
George Miller,D.J. Caruso
Jon M. Chu,Paul W.S. Anderson
Steven Soderbergh,Simon West
Brad Peyton,Chris Wedge
Michael Bay,Jonathan Frakes
Rob Minkoff,Tarsem Singh
Richard Donner,Nancy Meyers
NA,Kathryn Bigelow
James Cameron,Clint Eastwood
Martin Campbell,Randall Wallace
Lana Wachowski,David Pastor
Richard Donner,Neil Burger
NA,Andrey Konchalovskiy
McG,Cameron Crowe
Brad Bird,Des McAnuff
Oliver Stone,Jonathan Demme
Steven Spielberg,Frank Darabont
Doug Liman,Barry Levinson
John McTiernan,John Moore
David Twohy,Luc Besson
Cedric NicolasTroyan,Ron Underwood
Peter Berg,Michael CatonJones
Michael Bay,Gregory Hoblit
J.J. Abrams,Cameron Crowe
Kenneth Branagh,Scott Derrickson
McG,George Clooney
Tom Shadyac,FlorentEmilio Siri
Bill Condon,Nancy Meyers
John McTiernan,Renny Harlin
John Woo,Mark Waters
Peter Chelsom,Chuck Russell
Tony Scott,Paul Weitz
Chris Columbus,Dennis Dugan
Paul Verhoeven,Ben Stiller
J.J. Abrams,George Clooney
Brad Bird,Mike Nichols
Rich Moore,Pierre Coffin
Shawn Levy,Vincent Ward
Richard Donner,Tarsem Singh
Joseph Kosinski,Mikael Salomon
Roland Emmerich,Betty Thomas
Ron Howard,Jonathan Demme
Richard Donner,Edgar Wright
Chris Columbus,Thor Freudenthal
Peter Berg,Seth MacFarlane
Ang Lee,Edgar Wright
Louis Leterrier,JeanJacques Annaud
Paul Weitz,Quentin Tarantino
Gore Verbinski,Roman Polanski
Tim Burton,David Slade
Michael Bay,Michael CatonJones
Robert Zemeckis,Garry Marshall
Roger Donaldson,Jay Roach
Sam Mendes,Roman Polanski
Bryan Singer,Clint Eastwood
James Wan,Gary McKendry
Steven Spielberg,George Clooney
Robert Zemeckis,Paul Tibbitt
Dean DeBlois,F. Gary Gray
David Fincher,Stephen Norrington
Rob Letterman,Betty Thomas
Martin Scorsese,David Silverman
Dean DeBlois,Antoine Fuqua
Joseph Kosinski,Phil Alden Robinson
McG,Bobby Farrelly
Dean DeBlois,Robert Luketic
Bill Condon,Tarsem Singh
Peyton Reed,Roger Allers
Martin Campbell,Mikael Håfström
Phillip Noyce,Nancy Meyers
John McTiernan,Brian De Palma
Joel Schumacher,Sydney Pollack
James Gunn,Robert Luketic
Paul Weitz,Chris Wedge
Peter Jackson,Clint Eastwood
Tim Burton,Rob Bowman
Joseph Kosinski,Seth MacFarlane
Brad Bird,Don Bluth
Chris Columbus,Paul W.S. Anderson
Frank Coraci,Ron Underwood
Tony Scott,Peter Hyams
Sam Raimi,Baltasar Kormákur
Jon Favreau,Cameron Crowe
Dean DeBlois,Andy Tennant
Jon Turteltaub,Mike Nichols
NA,Jon Amiel
Michel Gondry,Luc Besson
Guillermo del Toro,Bobby Farrelly
Tony Gilroy,Kathryn Bigelow
Barry Sonnenfeld,Glenn Ficarra
Michael Bay,Rob Bowman
David Ayer,Clark Johnson
Mike Mitchell,Kyle Balda
David Fincher,Barry Levinson
Joe Johnston,Terry Gilliam
NA,Pete Travis
Mark Dindal,Spike Jonze
Marc Webb,Will Gluck
David Fincher,Jerry Zucker
Shawn Levy,Oliver Hirschbiegel
Jon M. Chu,Adam Shankman
Phillip Noyce,Andrew Davis
James L. Brooks,Dennis Dugan
Marc Webb,Glenn Ficarra
Robert Schwentke,Nancy Meyers
John McTiernan,Paul W.S. Anderson
Frank Coraci,Frank Oz
Adam McKay,Brad Silberling
Brett Ratner,Tom Hooper
Steven Spielberg,Mikael Håfström
Doug Liman,Cameron Crowe
Shawn Levy,Yarrow Cheney
NA,Todd Phillips
Phillip Noyce,Tarsem Singh
Carlos Saldanha,Nancy Meyers
Joseph Kosinski,Lawrence Kasdan
NA,Gary Winick
Robert Schwentke,Neil Burger
Tony Scott,Ron Underwood
McG,Rob Bowman
Rob Cohen,Andrzej Bartkowiak
Shawn Levy,Pierre Coffin
Joe Johnston,Kevin Costner
Bill Condon,Adam Shankman
David Soren,Todd Phillips
Guillermo del Toro,Seth MacFarlane
José Padilha,Kathryn Bigelow
Michel Gondry,John Lee Hancock
Guillermo del Toro,Alejandro Amenábar
Eric Darnell,F. Gary Gray
M. Night Shyamalan,Kevin Costner
Nathan Greno,Marc Lawrence
Joseph Kosinski,Clint Eastwood
Breck Eisner,Ivan Reitman
Chris Columbus,Tarsem Singh
Ron Clements,Bibo Bergeron
Ridley Scott,Baltasar Kormákur
Tim Burton,David S. Goyer
Joseph Kosinski,Larry Charles
Lee Unkrich,Nora Ephron
James Wan,Michael Lembeck
Ang Lee,Stephen Hopkins
Paul Verhoeven,Martin Brest
Paul Weitz,Frank Oz
Mike Mitchell,Cameron Crowe
Peyton Reed,Seth Gordon
Paul Weitz,Jay Roach
Mike Mitchell,Randall Wallace
Brad Bird,Cameron Crowe
Shawn Levy,Barry Levinson
Chris Buck,Robert Luketic
Dean Parisot,Terry Gilliam
Paul Greengrass,Anthony Minghella
Steven Soderbergh,Dennis Dugan
Kevin Reynolds,Wych Kaosayananda
Ron Howard,Antoine Fuqua
NA,Scott Derrickson
Ron Clements,Mark Waters
Joss Whedon,Robert Redford
Michael Bay,Taylor Hackford
Rob Cohen,Mikael Håfström
James Gunn,Garry Marshall
Chris Columbus,George A. Romero
Carlos Saldanha,Peter Segal
Raja Gosnell,Walt Becker
Paul Weitz,Bibo Bergeron
Michael Bay,Michael Lehmann
Tony Gilroy,Tarsem Singh
Steven Soderbergh,Brian De Palma
Martin Campbell,David S. Goyer
John McTiernan,Jon Amiel
Joel Schumacher,Tarsem Singh
Steven Spielberg,Nora Ephron
Robert Zemeckis,Doug Lefler
James Gunn,Cameron Crowe
Steve Hickner,David Kellogg
NA,Stephen Hopkins
Michael Bay,Frank Miller
Frank Coraci,Walt Becker
Peter Berg,Josh Gordon
Doug Liman,David Slade
Robert Stromberg,Kerry Conran
Paul Greengrass,Kelly Asbury
Carlos Saldanha,Gary Winick
Joel Schumacher,Peter Segal
Frank Coraci,Dennis Dugan
Mark Dindal,Bibo Bergeron
James Wan,Taylor Hackford
Peter Ramsey,Cody Cameron
Paul Weitz,John Lee Hancock
Barry Sonnenfeld,Robert Redford
Steven Soderbergh,Gary Ross
Michael Bay,Rob Reiner
NA,Steven Brill
Mark Dindal,Rupert Wyatt
Christopher Nolan,JeanPierre Jeunet
Joseph Kosinski,Rob Reiner
Roland Emmerich,Clint Eastwood
Chris Buck,Clay Kaytis
Oliver Stone,Frank Darabont
Neill Blomkamp,Pete Travis
James Mangold,Tarsem Singh
Adam McKay,Ben Stiller
Simon West,Mark Waters
Ridley Scott,Jay Russell
Rob Cohen,Lawrence Kasdan
Bill Condon,Joe Dante
Brad Silberling,Jay Roach
Paul Greengrass,Terry Gilliam
Carlos Saldanha,Les Mayfield
Brett Ratner,Marc Lawrence
McG,Rob Reiner
Rob Minkoff,Robert Luketic
Chuck Russell,Timur Bekmambetov
Lawrence Guterman,Frank Oz
Paul Verhoeven,Les Mayfield
Joel Schumacher,D.J. Caruso
Dominic Sena,Brian De Palma
Peter Hyams,Rupert Wyatt
James Cameron,Stuart Baird
Bryan Singer,David O. Russell
Ridley Scott,Brian Levant
Josh Trank,Andrew Davis
Christopher Nolan,Donald Petrie
Anthony Russo,Brian Robbins
Rob Cohen,Clint Eastwood
Duncan Jones,Gary Shore
Oliver Stone,Randall Wallace
Peter Weir,John Singleton
Paul Weitz,Brian De Palma
McG,Tim Hill
Shawn Levy,Cameron Crowe
Roger Donaldson,Jon Amiel
Sam Mendes,Joel Coen
Christopher Nolan,Stuart Baird
Mike Mitchell,Craig Gillespie
Brad Bird,Kinka Usher
Dean Parisot,Robert Luketic
David Twohy,Adam Shankman
Tim Burton,David McNally
Rob Minkoff,Don Bluth
NA,John Singleton
Phillip Noyce,Roger Christian
Carlos Saldanha,Jonathan Demme
Guy Ritchie,Stephen Hopkins
Peter Jackson,David O. Russell
Don Hall,Craig Gillespie
Dean Parisot,Barry Levinson
Richard Donner,Antoine Fuqua
Phillip Noyce,Joe Dante
Steven Soderbergh,Tarsem Singh
Doug Liman,Stanley Kubrick
John McTiernan,Stephen Hopkins
Tim Story,Scott Derrickson
Brad Peyton,Peter Segal
Florian Henckel von Donnersmarck,Timur Bekmambetov
Robert Stromberg,Angelina Jolie Pitt
Martin Scorsese,Michael Lehmann
Matt Reeves,Nora Ephron
Joe Johnston,Frank Darabont
Edward Zwick,Jerry Zucker
Louis Leterrier,Stephen Norrington
Tony Gilroy,Stephen Hopkins
Brad Silberling,Phil Lord
Yimou Zhang,Sergey Bodrov
Robert Stromberg,Clint Eastwood
Dean DeBlois,Rob Bowman
NA,Stephen Norrington
Brad Silberling,Ben Stiller
Robert Zemeckis,Rob Reiner
Jon Favreau,Frank Miller
Alex Proyas,Andy Tennant
Joel Schumacher,Jonathan Demme
George Lucas,Anthony Minghella
James Cameron,Harald Zwart
Michael Bay,Steven Zaillian
Richard Donner,Andy Tennant
Ash Brannon,Mark Waters
Marc Webb,Ruben Fleischer
NA,F. Gary Gray
Paul Weitz,Nancy Meyers
Barry Sonnenfeld,Donald Petrie
Colin Trevorrow,JeanPierre Jeunet
Brad Bird,Clint Eastwood
Richard Donner,Ron Shelton
NA,Antoine Fuqua
Carlos Saldanha,Joe Dante
Neill Blomkamp,Jonathan Demme
Roger Spottiswoode,Mimi Leder
Gore Verbinski,David Koepp
John Lasseter,Jon Avnet
Matt Reeves,David S. Goyer
Oliver Stone,Mikael Håfström
David Bowers,Garry Marshall
George Lucas,Ivan Reitman
Roger Spottiswoode,Seth Gordon
Ridley Scott,Kevin Macdonald
Rob Letterman,Josh Gordon
M. Night Shyamalan,Cameron Crowe
Tim Johnson,Pierre Coffin
Frank Coraci,Peter Segal
David Yates,Rod Lurie
Steven Spielberg,Jay Russell
Stephen Sommers,Frank Miller
Chris Wedge,Gary Ross
Lana Wachowski,Marc Lawrence
Carl Rinsch,Taylor Hackford
Steven Soderbergh,D.J. Caruso
Paul Weitz,Martin Brest
Doug Liman,Rob Reiner
James Gunn,Clint Eastwood
James Mangold,Henry Jaglom
Roland Emmerich,Robert Redford
David Fincher,Angelina Jolie Pitt
Luc Besson,Ben Stiller
Sergey Bodrov,John Lee Hancock
Robert Zemeckis,Robert Redford
Shawn Levy,Seth MacFarlane
NA,Don Bluth
Chris Columbus,Yarrow Cheney
Spike Jonze,Nancy Meyers
McG,David O. Russell
Duncan Jones,Scott Waugh
NA,Ron Shelton
Frank Oz,Dennis Dugan
Sam Mendes,Sean Anders
Bryan Singer,Iain Softley
Roland Emmerich,Brian Robbins
Paul Greengrass,Don Bluth
Frank Coraci,Adam Shankman
Ron Clements,Gary Winick
Paul Weitz,Peter Segal
John Moore,John Lee Hancock
Sam Raimi,Stephen Herek
Zack Snyder,Uwe Boll
Joseph Kosinski,Harold Ramis
Jon Favreau,Robert Redford
Guy Ritchie,Stephen Norrington
Brad Silberling,Kevin Lima
Mike Newell,David O. Russell
Peyton Reed,Don Bluth
Peter Jackson,Harald Zwart
McG,John Pasquin
Shawn Levy,Scott Waugh
Edward Zwick,Randall Wallace
John McTiernan,Stephen Norrington
Roger Donaldson,Steven Brill
Tony Scott,Todd Phillips
Dan Scanlon,Joel Coen
McG,Ruben Fleischer
Pete Docter,Brian Levant
NA,Steve Carr
Michel Gondry,Stephen Hopkins
Peter Berg,Rod Lurie
McG,Harold Ramis
Wolfgang Petersen,Glenn Ficarra
Mark Dindal,Peter Segal
Rob Marshall,PouSoi Cheang
Ridley Scott,Walter Salles
Dan Scanlon,Harold Becker
Joseph Kosinski,Joel Coen
James Wan,Harold Ramis
Doug Liman,Robert Redford
Chris Miller,Will Gluck
Mark Waters,Dennis Dugan
Rob Marshall,John Dahl
Michael Bay,Harold Becker
Rob Cohen,Brian Robbins
Mike Mitchell,Tim Hill
Kenneth Branagh,Doug Lefler
Hoyt Yeatman,Craig Gillespie
John McTiernan,F. Gary Gray
Joel Schumacher,David Kellogg
Bryan Singer,Sean Anders
NA,Garry Marshall
Frank Oz,Genndy Tartakovsky
Christopher Nolan,Tom Dey
Tom Shadyac,Brian Levant
David Fincher,Keenen Ivory Wayans
NA,Paul Tibbitt
Tom Tykwer,Edgar Wright
Luc Besson,Paul W.S. Anderson
Kenneth Branagh,Tom Hooper
Lee Tamahori,Mikael Håfström
Alex Proyas,Gary McKendry
Joseph Kosinski,Rod Lurie
J.J. Abrams,Joel Coen
Shawn Levy,Will Gluck
James Cameron,William Friedkin
NA,Randall Wallace
Roger Spottiswoode,Kevin Costner
Jon Turteltaub,Rob Reiner
Kenneth Branagh,Clint Eastwood
NA,Jonathan Frakes
David Twohy,F. Gary Gray
Ron Clements,Jonathan Demme
Roland Emmerich,Harold Ramis
Paul Greengrass,Cameron Crowe
Jay Roach,Neil Burger
Christopher Nolan,William Friedkin
Oliver Stone,Roman Polanski
Ridley Scott,Mark Neveldine
Joseph Kosinski,Iain Softley
Robert Zemeckis,Kevin Macdonald
Rob Letterman,John Pasquin
Carl Rinsch,Brian Robbins
M. Night Shyamalan,Lawrence Kasdan
George Lucas,Mike Nichols
Matt Reeves,Chris Butler
Chris Miller,Marco Schnabel
Joe Wright,Doug Lefler
Paul Greengrass,George Clooney
Tom Tykwer,Mimi Leder
Brad Silberling,Todd Phillips
Roland Emmerich,Stuart Baird
NA,Gregory Hoblit
Bryan Singer,Alan Parker
Peter Chelsom,Steven Brill
Thor Freudenthal,Brian De Palma
Gore Verbinski,Karey Kirkpatrick
Barry Sonnenfeld,Gabriele Muccino
Guillermo del Toro,Rod Lurie
Martin Scorsese,Harold Ramis
Eric Darnell,Keenen Ivory Wayans
Rob Letterman,Jorge Blanco
David Fincher,Robert Redford
Brian De Palma,Mick Jackson
Sam Raimi,Karyn Kusama
Matthew Vaughn,Robert Redford
NA,Bobby Farrelly
Marc Webb,Tom Dey
Martin Campbell,Tim Miller
James Wan,Uwe Boll
Eric Leighton,Jonathan Frakes
Carlos Saldanha,Garry Marshall
Paul Weitz,Terry Gilliam
Andrew Stanton,Karey Kirkpatrick
Jonathan Mostow,Steven Zaillian
Brad Peyton,F. Gary Gray
Chris Wedge,Eric Brevig
Phillip Noyce,Gregory Hoblit
Gore Verbinski,Scott Cooper
Zack Snyder,Shekhar Kapur
Ridley Scott,Jimmy Hayward
Paul Feig,Nora Ephron
Ang Lee,Craig Gillespie
Paul Greengrass,Bobby Farrelly
Peter Hyams,Ivan Reitman
Dennis Dugan,Genndy Tartakovsky
Gore Verbinski,Robert Rodriguez
Brad Bird,David O. Russell
Shawn Levy,Tim Hill
Ron Underwood,D.J. Caruso
Timur Bekmambetov,Nancy Meyers
James Wan,Stephen Herek
Brian De Palma,Paul W.S. Anderson
Alejandro G. Iñárritu,David Slade
John McTiernan,Clark Johnson
Frank Coraci,Yarrow Cheney
Peter Hyams,Stephen Hopkins
Timur Bekmambetov,Neil Burger
David Fincher,Jon Avnet
Tony Gilroy,Clark Johnson
Raja Gosnell,F. Gary Gray
Sydney Pollack,Nancy Meyers
Andrew Stanton,Robert Rodriguez
Dean DeBlois,Babak Najafi
John McTiernan,Randall Wallace
Roger Donaldson,Ron Shelton
Michael Bay,Wayne Wang
McG,John Madden
James Wan,Mark Neveldine
James Gunn,David O. Russell
Robert Schwentke,Måns Mårlind
Tony Gilroy,Randall Wallace
David Twohy,Frank Darabont
Raja Gosnell,Robert Luketic
Rob Cohen,Rod Lurie
Matt Reeves,Jorge Blanco
M. Night Shyamalan,Baltasar Kormákur
NA,Craig Gillespie
John Woo,Cameron Crowe
James L. Brooks,David Silverman
Ridley Scott,Shekhar Kapur
McG,Mike Gabriel
Rob Cohen,Walter Hill
John Lee Hancock,Pete Travis
Brian De Palma,Neil Burger
Jon Turteltaub,Kevin Donovan
Shawn Levy,Jay Russell
Jonathan Liebesman,Tim Hill
John McTiernan,Andrzej Bartkowiak
Mark Waters,Todd Phillips
Ron Howard,Wes Ball
Dean Parisot,David S. Goyer
Tim Story,Jonathan Frakes
Michel Gondry,Don Bluth
Paul Weitz,Des McAnuff
Chuck Russell,John Singleton
Zack Snyder,Curtis Hanson
Oliver Stone,Brian Levant
Alfonso Cuarón,David Slade
Bryan Singer,Curtis Hanson
Ridley Scott,Karey Kirkpatrick
Steven Spielberg,John Madden
Oliver Stone,Steven Zaillian
NA,Michael Lembeck
John Woo,Andrzej Bartkowiak
Brad Silberling,Terry Gilliam
Brad Bird,Joel Coen
Ron Howard,Jay Russell
Rob Minkoff,Keenen Ivory Wayans
Tim Story,Andrzej Bartkowiak
David Mamet,Jonathan Demme
James Cameron,Spike Lee
Martin Campbell,John Frankenheimer
Doug Liman,Walter Salles
Adam McKay,Pierre Coffin
Simon West,John Singleton
Dennis Dugan,Peter Segal
Steven Spielberg,Sam Weisman
Bryan Singer,Terrence Malick
Andrew Adamson,Phyllida Lloyd
Matt Reeves,Rod Lurie
Oliver Stone,Sam Fell
