source,source_label,target,target_label
1741,Timothy Hutton,3117,Clarence Williams III
1500,Noah Emmerich,4349,Peter Krause
2315,Aria Noelle Curzon,4350,Eden Riegel
696,Lisa Edelstein,3719,Jeff Garlin
2316,Patrick Fischler,2604,Fred Ward
2311,Elizabeth Perkins,519,Miriam Margolyes
236,Charlize Theron,4351,Jimmy Shubert
645,Alicia Witt,2114,Dana Ivey
743,Woody Allen,2501,Anne Bancroft
2317,Kristin Davis,812,Tasha Smith
229,Robert Duvall,2192,Randy Quaid
490,Tom Welling,665,Alyson Stoner
277,Lili Taylor,4352,Rosa Salazar
221,Julia Roberts,855,Billy Crudup
205,Don Cheadle,424,Amber Valletta
133,Morgan Freeman,4353,Jaqueline Fleming
187,Dennis Quaid,288,LL Cool J
939,Kristin Scott Thomas,4354,Jessalyn Gilsig
99,Jada Pinkett Smith,672,Debi Mazar
232,Roger Rees,413,Bernard Hill
547,Jay Hernandez,1269,Jacinda Barrett
229,Robert Duvall,250,David Oyelowo
314,Michael Rapaport,682,Saffron Burrows
2318,Mekia Cox,4355,Judith Hill
1907,Monique Gabriela Curnen,4356,Griffin Kane
1586,Dyan Cannon,4357,Bill Hunter
2319,Dawn French,4358,John Hodgman
949,Alan Ruck,4359,Kristen Connolly
419,Radha Mitchell,15,Giancarlo Giannini
1729,Joel David Moore,2317,Kristin Davis
668,Carmen Electra,4360,Fred Williamson
2320,Harvey Korman,2931,Jake Lloyd
2321,Rupert Evans,4251,Brian Steele
570,Kathleen Quinlan,455,Sydney Pollack
2322,Kodi Smit-McPhee,4361,Elaine Stritch
102,Bruce Willis,1204,Sophie Okonedo
158,Joe Morton,638,Callum Rennie
575,Stockard Channing,219,Raymond Cruz
94,Matthew Broderick,284,Frank Langella
528,Oliver Hudson,2680,Adhir Kalyan
672,Debi Mazar,4362,Ritchie Coster
2323,Brenda Bakke,1924,Patrick Kilpatrick
2295,Nonso Anozie,4363,Gemma Chan
161,Robert De Niro,74,Bradley Cooper
419,Radha Mitchell,4364,Julian Kostov
521,Michael Wincott,219,Raymond Cruz
2324,Ned Beatty,4365,Louis Ferreira
1265,Dee Bradley Baker,2523,Tracy Morgan
775,Dianne Wiest,575,Stockard Channing
169,Will Ferrell,520,Alison Brie
859,Diedrich Bader,1940,Treat Williams
72,Gerard Butler,75,Matthew McConaughey
2325,Brandon Molale,4366,Wade Williams
51,Oliver Platt,383,Xander Berkeley
133,Morgan Freeman,4367,Leleti Khumalo
730,Harry Lennix,3594,Michael Weston
387,Tom Wilkinson,823,Denis O'Hare
2326,Ray Walston,3053,Michael Lerner
2327,David Rasche,2563,Martin Donovan
64,Gary Oldman,145,James Corden
280,LeVar Burton,2277,Jonathan Frakes
2328,Paul Adelstein,4368,Julia Duffy
1556,Ed Lauter,2434,Bob Gunton
170,Ray Winstone,823,Denis O'Hare
2329,Penelope Ann Miller,4369,Chi Muoi Lo
2330,Cathy Moriarty,4370,Joe Viterelli
213,Al Pacino,527,50 Cent
1153,Miko Hughes,4371,Carrie Preston
391,Stephen Root,2207,Rachael Harris
17,Will Smith,236,Charlize Theron
339,Zooey Deschanel,582,Michael Angarano
232,Roger Rees,3223,Ben Falcone
2331,Nona Gaye,4372,Xzibit
2332,Alan Dale,4373,Jacob Hopkins
2333,Adriano Giannini,4374,Timothy West
1307,Joely Richardson,570,Kathleen Quinlan
24,Robert Downey Jr.,62,Scarlett Johansson
2334,Susanna Thompson,4171,Matt Craven
432,Mia Kirshner,423,Mike Starr
686,Tyler Labine,2363,Philip Winchester
307,Delroy Lindo,2351,Michael Irby
2335,Wilson Cruz,4375,Vanessa Marshall
1033,William Hurt,1798,Kevin Corrigan
614,Kevin Zegers,3,CCH Pounder
2336,Mike O'Malley,4376,Shawn Christian
2337,Camryn Manheim,2823,Ariel Gade
246,Adam Goldberg,124,Clint Howard
1057,Stephen Graham,4377,Jamie Foreman
405,Jaime King,421,Louis Lombardi
497,Olivia Munn,1749,Ulrich Thomsen
2338,Mike Dopud,4378,Tania Saulnier
1446,Teri Polo,1500,Noah Emmerich
2339,Aaron Kwok,4379,Eddie Peng
2340,Clayne Crawford,4380,Paolo Montalban
830,Ed Skrein,4381,Stefan Kapicic
2341,Morgan Fairchild,2833,Eric McCormack
849,Leonard Roberts,4382,Keir O'Donnell
2342,Dylan Minnette,2513,Ken Marino
2343,Soleil Moon Frye,4383,Caroline Rhea
343,Ivana Milicevic,808,Willie Garson
20,Mark Addy,2170,Danny Woodburn
872,Kurtwood Smith,4384,Richard Crenna
2344,Malcolm Goodwin,4385,Matt Bushell
199,Adam Sandler,175,Jon Lovitz
1396,Kim Shaw,4386,Kevin Brown
1746,Jessica Szohr,644,Rob Riggle
1185,Boris Kodjoe,2857,Shawn Roberts
1133,Nate Parker,3880,Tristan Mack Wilds
2317,Kristin Davis,4387,Cynthia Nixon
213,Al Pacino,236,Charlize Theron
870,Leighton Meester,192,Will Forte
671,Brian Thompson,4388,Terry O'Neill
205,Don Cheadle,2391,Chris Penn
1304,Spencer Wilding,741,Christopher Lambert
2345,Irene Papas,4389,Mihalis Giannatos
1754,Noureen DeWulf,1631,Brian Austin Green
10,Brad Garrett,350,Tate Donovan
1621,Ashley Scott,4390,Michael Bowen
2346,Siobhan Fallon Hogan,4391,Sam Anderson
2347,Beth Riesgraf,4392,Matthew Gray Gubler
757,Blythe Danner,1446,Teri Polo
179,Frank Welker,1872,Irene Bedard
397,Margot Kidder,2324,Ned Beatty
633,James Coburn,761,Dave Chappelle
314,Michael Rapaport,871,Kevin Sussman
2292,Abraham Benrubi,4393,Holland Taylor
2348,Thomas Ian Nicholas,1421,Fred Willard
2349,Chris Mulkey,4394,Michael Chernus
185,James Franco,255,Steve Carell
2350,Fred Rogers,2330,Cathy Moriarty
56,Chloë Grace Moretz,522,James Wilcox
168,Frances Conroy,2925,Natasha Richardson
417,Viggo Mortensen,1179,Ricky Schroder
658,Kurt Fuller,4395,James Karen
2351,Michael Irby,1908,Haley Ramm
584,Dylan Baker,4212,Roma Maffia
2150,Andre Braugher,348,Colm Feore
71,Vivica A. Fox,4396,Chiaki Kuriyama
2352,Adam Alexi-Malle,171,Jamie Kennedy
2353,Don S. Davis,4397,Gary Jones
2354,Michael Parks,4390,Michael Bowen
1095,Jack Palance,4398,Brion James
212,Meryl Streep,1116,Isabella Rossellini
2355,Jason Connery,4399,Kate Luyben
158,Joe Morton,2553,J.T. Walsh
2356,Ophelia Lovibond,710,Philip Baker Hall
1078,Thomas McDonell,582,Michael Angarano
824,Carlos Ponce,1463,Dan Fogler
2357,Holt McCallany,4400,Paul McGann
2358,Jimmy Nail,4401,Peter Polycarpou
329,Natascha McElhone,3389,Michael Lonsdale
413,Bernard Hill,3246,Om Puri
635,Matt Lucas,941,Sally Hawkins
2359,Nicholas Braun,3052,Rosemarie DeWitt
2360,Jenna Boyd,4402,Rex Linn
311,Maura Tierney,4403,John Ashton
2361,Terence Bernie Hines,810,Seymour Cassel
311,Maura Tierney,420,Matt Walsh
1398,Russell Tovey,597,Brian Blessed
317,Michael Kelly,348,Colm Feore
133,Morgan Freeman,2107,Kevin Dunn
658,Kurt Fuller,2761,Ellen Barkin
805,Minnie Driver,1218,Miranda Richardson
167,Abbie Cornish,531,Jordi Mollà
1204,Sophie Okonedo,4404,Paterson Joseph
2362,Bruce Boxleitner,4405,John Castle
438,Lauren Holly,2312,Jeffrey DeMunn
120,Ronny Cox,2252,Richard Schiff
656,Tina Fey,4406,Hugh Bonneville
2363,Philip Winchester,2908,Brady Corbet
940,Peter Gallagher,4407,David Walton
2364,André Dussollier,3351,Albert Dupontel
2365,Shelley Winters,3252,Lois Maxwell
788,Tom Berenger,385,Charles S. Dutton
1047,Thomas Kretschmann,121,Tony Curran
172,Rosario Dawson,1230,Madison Pettis
970,Jason Momoa,858,Jon Seda
34,Joe Mantegna,2266,Bridget Fonda
399,Kirsten Dunst,68,Judy Greer
2366,Billy Gardell,827,Amanda Detmer
2324,Ned Beatty,4408,Jackie Cooper
2367,Lenny Venito,4409,David Backus
85,Anthony Hopkins,2107,Kevin Dunn
162,Vanessa Williams,328,Daniel von Bargen
948,Kelsey Grammer,1209,Bernadette Peters
1496,Kylie Minogue,2189,Richard Roxburgh
1446,Teri Polo,4410,Matt O'Leary
41,Benedict Cumberbatch,194,Adam Scott
2123,Chris Bauer,4148,Tom McCarthy
998,Leslie Bibb,317,Michael Kelly
172,Rosario Dawson,4192,Zoë Bell
1320,Kimberly Elise,1873,Hill Harper
229,Robert Duvall,4411,Kelvin Han Yee
36,Tom Hanks,83,Jennifer Garner
258,Harold Perrineau,4412,Parker Sawyers
103,John Michael Higgins,1584,Ann-Margret
212,Meryl Streep,388,Julie Walters
333,Taylor Lautner,206,Anne Hathaway
2368,Jessica Simpson,3594,Michael Weston
2369,Miranda Otto,2766,Dash Mihok
354,Olivia Wilde,1683,Mircea Monroe
2370,Gerry Becker,4413,Tom Dreesen
1103,Don Rickles,1572,Kevin Pollak
2371,Amber Rose Revah,4414,Rebecca Dayan
877,Mako,4415,Victoria Smurfit
482,Tony Cox,4416,Rob Moran
1531,Wanda Sykes,2132,Maurice LaMarche
2372,Jorge Garcia,1433,Alia Shawkat
227,Kristen Stewart,333,Taylor Lautner
2373,Chris Miller,4417,Bobby Block
317,Michael Kelly,4418,Jon Stewart
133,Morgan Freeman,521,Michael Wincott
368,Kelly Preston,4419,Bonnie Hunt
228,Seth MacFarlane,564,Tom Skerritt
2271,Yeardley Smith,2512,Shirley Knight
96,Philip Seymour Hoffman,1077,Monica Potter
169,Will Ferrell,255,Steve Carell
199,Adam Sandler,940,Peter Gallagher
2199,AJ Michalka,4420,Zach Mills
27,Albert Finney,2942,Conchata Ferrell
246,Adam Goldberg,881,Thomas Lennon
931,Craig Roberts,218,Amber Stevens West
59,Tom Cruise,399,Kirsten Dunst
339,Zooey Deschanel,2656,Danny Masterson
1047,Thomas Kretschmann,1594,Megan Park
625,Liam Aiken,4421,Herbert Russell
933,Linda Cardellini,4422,Mark L. Young
212,Meryl Streep,222,Anna Kendrick
1641,James Ransone,2279,Peter Gerety
418,Deborah Kara Unger,4332,William Devane
509,Joe Don Baker,2172,Grant Heslov
112,Matt Damon,1229,Stephanie Szostak
2374,Ben Mendelsohn,2394,Chandler Canterbury
75,Matthew McConaughey,339,Zooey Deschanel
285,Gary Cole,782,Sissy Spacek
19,Emma Stone,255,Steve Carell
2375,Mark Christopher Lawrence,4423,Michael Monks
794,Cheech Marin,166,Jake Busey
52,Robin Wright,78,Brad Pitt
133,Morgan Freeman,578,Rene Russo
1133,Nate Parker,414,Scoot McNairy
2376,Billy Brown,1580,Tom Everett Scott
42,Eddie Marsan,1602,Rupert Graves
2377,Anna-Louise Plowman,4424,Georgina Chapman
2378,Gemma Jones,4425,Nicola Walker
179,Frank Welker,182,Alexander Gould
881,Thomas Lennon,576,Cheryl Hines
996,Jennifer Esposito,4426,Conrad Goode
2379,Derek Mears,3787,Ingrid Bolsø Berdal
2380,Erik Per Sullivan,4427,Chad Lowe
2381,Emily Wickersham,4428,Reuben Langdon
2382,Amr Waked,1515,Kayvan Novak
2383,James Badge Dale,2615,David Costabile
300,Hector Elizondo,634,Ana de la Reguera
45,Harrison Ford,753,Mary Lynn Rajskub
444,Mark Margolis,585,Scott Glenn
127,Demi Moore,103,John Michael Higgins
422,Armin Mueller-Stahl,4429,Charles Martinet
418,Deborah Kara Unger,1387,Alice Krige
214,Jon Favreau,666,Faizon Love
458,Dania Ramirez,453,Natasha Lyonne
2384,Michael Cudlitz,2346,Siobhan Fallon Hogan
2385,Alycia Debnam-Carey,4430,Scott Lawrence
2386,Jon Tenney,4431,Gilbert R. Hill
1211,Robert Picardo,1156,Phoebe Cates
229,Robert Duvall,870,Leighton Meester
2357,Holt McCallany,4432,Marcel Iures
1047,Thomas Kretschmann,1073,Mike Epps
54,Jim Broadbent,1302,Celia Imrie
279,Sanaa Lathan,3338,John Billingsley
1615,Joan Chen,4433,Sven-Ole Thorsen
2317,Kristin Davis,4434,Taylor Dooley
2387,Virginie Ledoyen,4435,Peter Youngblood Hills
2195,Felicity Huffman,4208,Spencer Breslin
2388,Ben Miles,4436,Rain
368,Kelly Preston,4437,Carmine Giovinazzo
2389,Bruce Alexander,4438,John Lyons
2390,Rumer Willis,1727,Paul Guilfoyle
68,Judy Greer,253,Steve Coogan
1731,Jay Mohr,1589,Cécile De France
2391,Chris Penn,2966,Agnes Bruckner
240,Sylvester Stallone,4439,Kelly Rowan
2392,Stephen Walters,4440,Richard Brake
2393,Tim Matheson,4441,Rita Wilson
2394,Chandler Canterbury,4442,Rachel Roberts
2395,Harry Connick Jr.,2946,Tim Daly
330,Anjelica Huston,4443,Rick Hoffman
2262,Brían F. O'Byrne,422,Armin Mueller-Stahl
2396,Valeria Golino,4444,Michelle Forbes
2397,Brittany Curran,4445,Aaron Hill
2395,Harry Connick Jr.,541,M. Emmet Walsh
330,Anjelica Huston,4392,Matthew Gray Gubler
2398,Donald Watkins,4446,Jessica Collins
144,Kate Winslet,4171,Matt Craven
969,Vanessa Ferlito,93,Kelli Garner
1129,Common,751,Bruce McGill
22,Naomi Watts,4447,Raza Jaffrey
1447,James Frain,1621,Ashley Scott
2399,David Bailie,4448,Rab Affleck
339,Zooey Deschanel,185,James Franco
610,Gregory Smith,1546,Sarah Gadon
757,Blythe Danner,3554,William Atherton
2400,Lara Flynn Boyle,4387,Cynthia Nixon
229,Robert Duvall,127,Demi Moore
98,Ty Burrell,2282,Brooke Smith
121,Tony Curran,4449,Grant Bowler
561,Mo'Nique,965,Edgar Ramírez
152,Chazz Palminteri,2402,Linda Fiorentino
190,Logan Lerman,1006,Alison Lohman
2401,Zoey Deutch,1377,Pruitt Taylor Vince
142,Vincent Schiavelli,2170,Danny Woodburn
169,Will Ferrell,540,Justin Theroux
1435,Andrew Wilson,4450,Willie Nelson
2402,Linda Fiorentino,3181,Garry Shandling
335,Billy Burke,1453,Katy Mixon
2403,Robin Shou,4451,Josie Ho
57,Jet Li,307,Delroy Lindo
2404,Graham McTavish,2392,Stephen Walters
2405,Gilbert Gottfried,3684,David Patrick Kelly
241,Charlie Rowe,4452,Tom Sturridge
1151,Jacob Vargas,4453,James Lew
702,Julian Glover,2605,Alison Doody
2406,Guro Nagelhus Schia,4454,Matthew Macfadyen
647,Sharlto Copley,4266,Jose Pablo Cantillo
63,Angelina Jolie Pitt,4455,Leland Orser
2407,Dwight Yoakam,4456,Mel Rodriguez
1005,Lochlyn Munro,4457,Steve Bacic
171,Jamie Kennedy,4458,Mykelti Williamson
2408,Fares Fares,4459,Michael Nardone
2409,Douglas Haase,3224,Vince Vieluf
33,Jeff Bridges,117,Alfre Woodard
453,Natasha Lyonne,452,Bradley Whitford
2410,Frances O'Connor,1286,Brian Doyle-Murray
215,Bob Hoskins,1065,Fred Gwynne
190,Logan Lerman,1003,Gretchen Mol
367,Dougray Scott,1182,Jon Gries
271,Albert Brooks,4460,Keith Hudson
87,Janeane Garofalo,882,Andy Dick
2411,Gulshan Grover,4461,Eric Peterson
675,Warren Beatty,810,Seymour Cassel
1294,Faye Dunaway,193,Denis Leary
456,Adam Garcia,4462,Alissa Dean
511,Brian Dennehy,2349,Chris Mulkey
2412,Anatoliy Solonitsyn,4463,Natalya Bondarchuk
651,George Carlin,406,Rob Paulsen
2413,Bronagh Gallagher,4464,George Cole
189,Christopher Masterson,275,Rupert Everett
677,Rainn Wilson,3870,Larry King
311,Maura Tierney,3176,Crystal Lowe
117,Alfre Woodard,2277,Jonathan Frakes
2414,Billy Blair,4465,Julia Jones
112,Matt Damon,585,Scott Glenn
2415,Swoosie Kurtz,3035,Randall 'Tex' Cobb
2416,Amy Ryan,2589,Olympia Dukakis
174,Ben Gazzara,3402,Jacqueline Bisset
2311,Elizabeth Perkins,2320,Harvey Korman
1866,Luke Grimes,2153,D.B. Sweeney
2417,Pamela Anderson,2748,Jenny McCarthy
2418,Wendy Raquel Robinson,4115,Heather Burns
243,Brendan Fraser,4466,Anita Briem
269,Raven-Symoné,300,Hector Elizondo
221,Julia Roberts,1025,Tony Goldwyn
2419,Anthony LaPaglia,2885,Brad Renfro
1254,Noel Gugliemi,151,Sean Hayes
2420,Polly Walker,2955,Patrick Bergin
1267,Jane Fonda,4361,Elaine Stritch
43,Jake Gyllenhaal,2342,Dylan Minnette
340,Snoop Dogg,788,Tom Berenger
2421,Enrico Colantoni,4467,Robin Sachs
2249,Veronica Cartwright,4179,Andy Richter
2422,Eric Jacobson,4468,Steve Whitmire
2423,Traci Lords,1452,Udo Kier
2424,Rick Gonzalez,595,Robert Ri'chard
2425,Matt Malloy,3878,Bruce Altman
1213,Eric Stoltz,3327,Kari Wuhrer
2426,Tyra Banks,4469,Izabella Miko
25,Liam Neeson,4470,Kris Marshall
1164,Madeline Kahn,49,John Ratzenberger
254,Jason Flemyng,4471,Ian Richardson
803,Rod Steiger,4472,Emilio Estefan Jr.
794,Cheech Marin,578,Rene Russo
2427,Tom Bosley,2393,Tim Matheson
169,Will Ferrell,229,Robert Duvall
47,Kelly Macdonald,881,Thomas Lennon
2428,Nick Zano,402,Alice Greczyn
1073,Mike Epps,4473,James Tumminia
199,Adam Sandler,488,Joel McHale
645,Alicia Witt,1741,Timothy Hutton
30,Glenn Morshower,4474,William Lucking
2429,Vincent Kartheiser,1266,David Keith
2430,Shea Whigham,3775,Gary Stretch
2431,Valerie Cruz,4475,Will Beinbrink
2432,Natalie Imbruglia,4476,Ben Miller
212,Meryl Streep,221,Julia Roberts
1130,Jürgen Prochnow,2945,José Ferrer
2433,T.V. Carpio,487,Robert Clohessy
144,Kate Winslet,4477,Joe Komara
1194,David Zayas,251,Sasha Roiz
292,Charlotte Rampling,1051,David Belle
2434,Bob Gunton,4070,Keenen Ivory Wayans
1286,Brian Doyle-Murray,4478,Obba Babatundé
2435,Carter Jenkins,609,Tim Meadows
2436,Adrien Dorval,4479,Nels Lennarson
169,Will Ferrell,94,Matthew Broderick
2222,Jason Cope,4248,Rakie Ayola
1940,Treat Williams,1568,Kristy Swanson
1178,Henry Thomas,104,Sam Shepard
215,Bob Hoskins,953,Joan Allen
245,Olivia Williams,1741,Timothy Hutton
254,Jason Flemyng,498,Wes Studi
837,Omari Hardwick,2740,Laz Alonso
1148,Ye Liu,4480,Man Li
2437,Charlie Yeung,4481,James With
87,Janeane Garofalo,539,Omar Epps
2438,Giovanna Mezzogiorno,4482,Unax Ugalde
2439,Clotilde Hesme,4483,Céline Sallette
174,Ben Gazzara,3119,Nicholas Turturro
2440,Tim McInnerny,4484,Togo Igawa
223,Larry Miller,1812,Harvey Fierstein
414,Scoot McNairy,350,Tate Donovan
738,Daniel Roebuck,866,Sela Ward
332,Dorian Missick,347,Peter Greene
78,Brad Pitt,805,Minnie Driver
2441,Julia Nickson,489,Martin Kove
127,Demi Moore,2210,Anne Heche
2442,Dickie Jones,4485,Cliff Edwards
470,Sam Waterston,1223,Isabelle Huppert
121,Tony Curran,2198,Derek Jacobi
1304,Spencer Wilding,599,Daniel Mays
2443,Rob Brown,1316,Michael Nouri
417,Viggo Mortensen,2311,Elizabeth Perkins
57,Jet Li,215,Bob Hoskins
2444,Lillian Adams,4486,Chelsea Bond
188,Holly Hunter,562,Wilford Brimley
2445,Charlie Tahan,4487,Valerie Tian
1025,Tony Goldwyn,4198,Mini Anden
1122,Dax Flame,644,Rob Riggle
2446,Clarke Peters,1208,Dylan Moran
1218,Miranda Richardson,4488,Julia Sawalha
2447,Masi Oka,478,Debra Messing
163,Eartha Kitt,3255,Geoffrey Holder
2448,William Xifaras,459,Demián Bichir
1186,Richard Burton,1541,Roddy McDowall
2449,Reggie Lee,4489,Charice
194,Adam Scott,2157,Bruce Davison
554,Austin Pendleton,2617,Mimi Rogers
299,Will Patton,4490,David Eigenberg
2450,Elton John,4491,Slash
289,Talisa Soto,3089,Anthony Zerbe
335,Billy Burke,462,Virginia Madsen
236,Charlize Theron,948,Kelsey Grammer
481,Fisher Stevens,2154,Fiona Shaw
2451,Jeremy Crutchley,4492,Jared Burke
555,Tony Chiu Wai Leung,2087,Maggie Cheung
891,Debbie Reynolds,2316,Patrick Fischler
2452,Randall Park,4493,Anders Holm
689,Dong-gun Jang,2594,Jed Brophy
1849,Gavin MacLeod,4494,Bob Hastings
787,Dany Boon,2364,André Dussollier
2128,Omar Benson Miller,4495,Evan Jones
2453,Youssef Hajdi,4496,Mélissa Theuriau
298,Rufus Sewell,994,Bérénice Bejo
2454,Lee Evans,3435,Anthony Chau-Sang Wong
200,Haley Joel Osment,245,Olivia Williams
2455,Mandy Gonzalez,4497,J. Smith-Cameron
1572,Kevin Pollak,4498,JoBeth Williams
2456,William Zabka,4499,William Bassett
37,Christian Bale,74,Bradley Cooper
823,Denis O'Hare,934,Craig T. Nelson
2457,Annabeth Gish,4500,Bruce Campbell
2458,Jeffrey Weissman,982,Thomas F. Wilson
133,Morgan Freeman,2382,Amr Waked
1866,Luke Grimes,638,Callum Rennie
114,Salma Hayek,464,Alexa PenaVega
75,Matthew McConaughey,51,Oliver Platt
665,Alyson Stoner,4419,Bonnie Hunt
2459,Scott Elrod,4501,Dan Bilzerian
2460,Lori Petty,4502,Rosie O'Donnell
2410,Frances O'Connor,2117,Robin Atkin Downes
1988,Dustin Fitzsimons,4503,Marcella Lentz-Pope
2461,Sabrina Revelle,4504,Sachiko Ishida
668,Carmen Electra,450,Regina Hall
2462,Roger Jackson,1552,Nancy O'Dell
2458,Jeffrey Weissman,982,Thomas F. Wilson
520,Alison Brie,934,Craig T. Nelson
85,Anthony Hopkins,64,Gary Oldman
753,Mary Lynn Rajskub,969,Vanessa Ferlito
267,Christopher Meloni,278,Nicole Beharie
112,Matt Damon,1026,Jack Davenport
1098,Kathleen Turner,644,Rob Riggle
239,Bruce Greenwood,2975,Wendy Crewson
206,Anne Hathaway,578,Rene Russo
2463,Nadine Velazquez,751,Bruce McGill
2464,Terry Kinney,3032,Eric Schweig
1048,Curtis Armstrong,730,Harry Lennix
2465,Powers Boothe,4505,Jason Douglas
965,Edgar Ramírez,1033,William Hurt
214,Jon Favreau,4506,Jane Curtin
751,Bruce McGill,2965,Susan Ward
2466,Jay O. Sanders,4507,Cheryl Penland
627,Nia Long,4508,Marisol Nichols
78,Brad Pitt,221,Julia Roberts
2299,Jack O'Connell,607,Alex Russell
836,Hunter Parrish,881,Thomas Lennon
662,Kate Upton,4509,David Thornton
884,Andrew Fiscella,3565,Shantel VanSanten
111,Mark Rylance,2416,Amy Ryan
1266,David Keith,4510,Sam Jaeger
2467,Mario Lopez,4511,Lino Facioli
2468,Nick Cannon,2128,Omar Benson Miller
193,Denis Leary,1211,Robert Picardo
179,Frank Welker,1153,Miko Hughes
1447,James Frain,521,Michael Wincott
2469,Margarita Levieva,640,Frances Fisher
284,Frank Langella,986,Aidan Quinn
28,Hugh Jackman,62,Scarlett Johansson
5,Christoph Waltz,2532,Lindsay Sloane
2470,Paul Scheer,4512,Jonathan Morgan Heit
2471,Dalia Hernández,4513,Jonathan Brewer
646,Desmond Llewelyn,4169,Art Malik
641,Alice Braga,2379,Derek Mears
2472,Debra Winger,1492,Roscoe Lee Browne
385,Charles S. Dutton,1741,Timothy Hutton
411,Dylan Walsh,4514,Ebon Moss-Bachrach
2473,Deneen Tyler,4515,Joy Bryant
369,Odeya Rush,1129,Common
2474,Beau Garrett,871,Kevin Sussman
2475,Steve Schirripa,4516,Scott Vance
843,Dean Stockwell,462,Virginia Madsen
385,Charles S. Dutton,413,Bernard Hill
133,Morgan Freeman,75,Matthew McConaughey
2476,José Wilker,4517,Sean Connery
867,Johnny Lewis,683,Ian Whyte
2477,John Larroquette,4518,Jonathan Hyde
516,Sam Trammell,4361,Elaine Stritch
131,Scott Porter,4346,Haley Bennett
2478,Nelson Ascencio,4519,Jeremy Owen
2479,Tom Virtue,4520,Julene Renee
2480,Aimee Teegarden,4521,Shenae Grimes-Beech
2123,Chris Bauer,4522,Anthony Heald
2259,Kevin Dillon,570,Kathleen Quinlan
2452,Randall Park,2560,Nat Faxon
2481,Celia Weston,4523,Jesse James
2482,Jacqueline MacInnes Wood,2300,Courtney B. Vance
1106,Burt Young,294,Vincent Pastore
200,Haley Joel Osment,1348,Angie Dickinson
2483,KaDee Strickland,4524,Ione Skye
2484,Melissa Altro,4525,Daniel Brochu
2485,Shaun Weiss,420,Matt Walsh
236,Charlize Theron,228,Seth MacFarlane
2486,Peter Boyle,359,John Kapelos
2487,Thomas Horn,4526,Stephen Henderson
2488,Patti D'Arbanville,4527,Vanessa Aspillaga
410,Bill Duke,2811,Marc John Jefferies
157,Cary-Hiroyuki Tagawa,3997,Anne Archer
2489,David Fine,4528,Jesse L. Martin
2490,Jimmy Smits,4529,Angela Bettis
2491,Valerie Perri,4530,Carlease Burke
2108,Temuera Morrison,4531,Marco Hofschneider
2492,Justin Chambers,530,Stephen Rea
62,Scarlett Johansson,41,Benedict Cumberbatch
236,Charlize Theron,284,Frank Langella
2493,Andrea Frankle,4532,William Ragsdale
381,David Carradine,3621,David Proval
1214,Cliff Robertson,4533,Lillo Brancato
2494,Callum Blue,2566,Jesse Borrego
2495,Jaleel White,379,Eric Idle
185,James Franco,648,John Doman
129,Nathan Lane,1681,Steven Weber
547,Jay Hernandez,430,Christina Milian
272,Martin Landau,2266,Bridget Fonda
2496,Elizabeth Berkley,480,Robert Davi
209,Shirley Henderson,740,Rip Torn
314,Michael Rapaport,710,Philip Baker Hall
1218,Miranda Richardson,4534,Lauren Lee Smith
1490,Geraldine Chaplin,4535,Oaklee Pendergast
675,Warren Beatty,901,Isabelle Adjani
212,Meryl Streep,2106,Helen McCrory
575,Stockard Channing,2812,James Gammon
1170,Michael McKean,4536,Patricia Heaton
485,Jamel Debbouze,3278,Isabelle Nanty
2497,Bob Saget,2540,Riley Smith
627,Nia Long,2739,Jane Krakowski
140,Tim Blake Nelson,3957,Andrew Daly
1940,Treat Williams,4537,Jonathan Jackson
920,Jeffrey Combs,1452,Udo Kier
114,Salma Hayek,326,Patrick Fugit
1304,Spencer Wilding,599,Daniel Mays
424,Amber Valletta,1812,Harvey Fierstein
151,Sean Hayes,1073,Mike Epps
950,Jason Robards,3997,Anne Archer
328,Daniel von Bargen,383,Xander Berkeley
187,Dennis Quaid,4097,Eddie Rouse
484,Mekhi Phifer,3275,Tim Guinee
542,Bridgette Wilson-Sampras,1602,Rupert Graves
2498,Matt Ross,2785,John Aylward
2499,Benedict Wong,4538,Troy Garity
2500,Lou Saliba,4539,Greg Collins
2501,Anne Bancroft,4540,Kelly Ripa
111,Mark Rylance,4541,Jasmine Trinca
1204,Sophie Okonedo,4542,Ashley Walters
2502,Aaron Yoo,4266,Jose Pablo Cantillo
481,Fisher Stevens,515,Lorraine Bracco
2503,Zan Marolt,4543,Ljubomir Kerekes
454,Bill Cobbs,1527,John Mahoney
552,Takeshi Kaneshiro,912,Andy Lau
2504,Kuno Becker,2225,Jason Scott Lee
2109,Ewen Bremner,1241,Kang-ho Song
841,Bob Balaban,799,François Cluzet
30,Glenn Morshower,140,Tim Blake Nelson
265,Bai Ling,3684,David Patrick Kelly
2505,Anushka Shetty,4544,Prabhas
2506,Brooklynn Proulx,3960,Michelle Nolden
1290,Stephen Collins,1580,Tom Everett Scott
130,Vin Diesel,1022,Jordana Brewster
164,Catherine O'Hara,2915,Atticus Shaffer
2507,Sean Maher,4545,Michael Hitchcock
385,Charles S. Dutton,2946,Tim Daly
2508,Robert Vaughn,4408,Jackie Cooper
240,Sylvester Stallone,4546,Oscar Gale
555,Tony Chiu Wai Leung,1221,Wei Zhao
